Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Prediction,Prediction_Label
653,192.168.4.118-203.73.24.75-4514-80-6,192.168.4.118,4514,203.73.24.75,80,6,12/06/2010 08:34:42 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
656,192.168.4.118-203.73.24.75-4515-80-6,192.168.4.118,4515,203.73.24.75,80,6,12/06/2010 08:34:42 AM,4093816,29,44,62.0,59813.0,62.0,0.0,2.1379310344827585,11.513110966977214,1460.0,0.0,1359.386363636363,372.0337704044528,14625.718400631587,17.831773582398426,56858.55555555556,159586.71720220687,1205285.0,121.0,3856952.0,137748.28571428568,275469.1355714973,1441996.0,121.0,4093816.0,95205.02325581398,202130.02987415803,1205285.0,3749.0,0,0,0,0,776,896,7.083855258761019,10.747918323637409,0.0,1460.0,809.1216216216219,729.216655193114,531756.9302110329,0,1,0,0,0,0,0,0,1.0,820.2054794520548,2.1379310344827585,1359.3863636363635,0,0,0,0,0,0,29,62,44,59813,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
657,192.168.4.118-203.73.24.75-4515-80-6,192.168.4.118,4515,203.73.24.75,80,6,12/06/2010 08:34:46 AM,137,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14598.540145985402,137.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,7299.270072992701,7299.270072992701,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
665,192.168.4.118-203.73.24.75-4516-80-6,192.168.4.118,4516,203.73.24.75,80,6,12/06/2010 08:34:46 AM,3510951,24,44,62.0,59810.0,62.0,0.0,2.583333333333333,12.655697004379752,1460.0,0.0,1359.3181818181813,372.0239910197886,17052.92953390691,19.36797181162597,52402.25373134328,174466.86771222047,1313214.0,136.0,3234869.0,140646.47826086954,334835.18237904203,1612444.0,136.0,3510951.0,81650.02325581394,216045.59125327144,1313214.0,3749.0,0,0,0,0,480,896,6.835754757044459,12.532217054581508,0.0,1460.0,867.7101449275364,720.5431183050348,519182.3853367434,0,1,0,0,0,0,0,0,1.0,880.4705882352941,2.583333333333333,1359.3181818181818,0,0,0,0,0,0,24,62,44,59810,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
666,192.168.4.118-203.73.24.75-4516-80-6,192.168.4.118,4516,203.73.24.75,80,6,12/06/2010 08:34:50 AM,204,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803.921568627453,204.0,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,4901.960784313726,4901.960784313726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
694,192.168.1.103-208.113.162.153-1721-80-6,192.168.1.103,1721,208.113.162.153,80,6,12/06/2010 08:35:22 AM,4134203,80,148,422.0,193728.0,68.0,0.0,5.275000000000002,17.18475553462458,1460.0,0.0,1308.972972972973,376.70658290598885,46961.89325971656,55.14968665060714,18212.348017621145,108825.911483114,1600672.0,161.0,2434797.0,30820.21518987342,41415.4833231365,154368.0,161.0,4134203.0,28123.8299319728,146845.3880822701,1753477.0,620.0,0,0,0,0,1600,2976,19.35076724582707,35.798919404780065,0.0,1460.0,847.8165938864626,694.1710135400531,481873.39603922464,0,1,0,0,0,0,0,0,1.0,851.5350877192983,5.275,1308.972972972973,0,0,0,0,0,0,80,422,148,193728,-1,5840,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
699,192.168.1.103-208.113.162.153-1721-80-6,192.168.1.103,1721,208.113.162.153,80,6,12/06/2010 08:35:26 AM,5977626,2,1,51.0,0.0,51.0,0.0,25.5,36.06244584051392,0.0,0.0,0.0,0.0,8.531815138652034,0.5018714787442373,2988813.0,4226494.610877671,5977396.0,230.0,230.0,230.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,0.3345809858294915,0.1672904929147457,0.0,51.0,12.75,25.5,650.25,0,0,0,0,1,0,0,0,0.0,17.0,25.5,0.0,0,0,0,0,0,0,2,51,1,0,-1,16496,1,0,0.0,0.0,0.0,0.0,5977396.0,0.0,5977396.0,5977396.0,ddos,1,attack
700,192.168.1.103-208.113.162.153-1728-80-6,192.168.1.103,1728,208.113.162.153,80,6,12/06/2010 08:35:32 AM,3040957,39,73,172.0,94547.0,61.0,0.0,4.410256410256411,15.528781340869074,1460.0,0.0,1295.164383561644,413.6155627075108,31147.76039253432,36.83051092139744,27396.00900900901,148870.72168755226,1541924.0,130.0,1370577.0,36067.815789473694,49348.36344111627,210132.0,130.0,3040957.0,42235.51388888888,206890.1767057193,1750972.0,601.0,0,0,0,0,780,1476,12.824910052986608,24.00560086841083,0.0,1460.0,838.2212389380528,703.219353790039,494517.45954488,0,1,0,0,0,0,0,0,1.0,845.7053571428571,4.410256410256411,1295.164383561644,0,0,0,0,0,0,39,172,73,94547,-1,5840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
702,192.168.1.103-208.113.162.153-1728-80-6,192.168.1.103,1728,208.113.162.153,80,6,12/06/2010 08:35:35 AM,632174,2,1,100.0,0.0,51.0,49.0,50.0,1.4142135623730951,0.0,0.0,0.0,0.0,158.18429736116954,4.745528920835087,316087.0,446771.2775570963,632002.0,172.0,172.0,172.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3.163685947223391,1.5818429736116957,0.0,51.0,25.0,28.879058156387305,834.0,0,0,0,0,1,0,0,0,0.0,33.333333333333336,50.0,0.0,0,0,0,0,0,0,2,100,1,0,-1,16496,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
715,192.168.1.103-208.113.162.153-1731-80-6,192.168.1.103,1731,208.113.162.153,80,6,12/06/2010 08:35:36 AM,3439332,39,73,170.0,94585.0,61.0,0.0,4.35897435897436,15.37340009559776,1460.0,0.0,1295.6849315068491,414.2676227295696,27550.4080443528,32.564463099229734,30984.97297297297,133829.5226628713,1347298.0,161.0,1978089.0,52054.973684210505,71783.04288298058,264830.0,161.0,3439332.0,47768.49999999999,187397.33872274228,1561368.0,1740.0,0,0,0,0,780,1476,11.339411257767498,21.22505184146224,0.0,1460.0,838.5398230088495,703.7064631978287,495202.78634639713,0,1,0,0,0,0,0,0,1.0,846.0267857142858,4.35897435897436,1295.6849315068496,0,0,0,0,0,0,39,170,73,94585,-1,5840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
719,192.168.1.103-208.113.162.153-1730-80-6,192.168.1.103,1730,208.113.162.153,80,6,12/06/2010 08:35:36 AM,4099567,74,138,351.0,189124.0,61.0,0.0,4.743243243243244,16.108417616401862,1460.0,0.0,1370.4637681159425,322.9876307640488,46218.295737086366,51.71277844708965,19429.227488151653,96918.0559035774,1349604.0,91.0,2635813.0,36107.027397260266,45527.72821557716,163736.0,91.0,4099567.0,29923.846715328466,132259.48287701508,1514471.0,161.0,0,0,0,0,1480,2776,18.050686816436954,33.6620916306527,0.0,1460.0,889.5539906103287,703.6023635451762,495056.2859863582,0,1,0,0,0,0,0,0,1.0,893.75,4.743243243243243,1370.463768115942,0,0,0,0,0,0,74,351,138,189124,-1,5840,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
752,192.168.1.103-97.74.144.108-1725-80-6,192.168.1.103,1725,97.74.144.108,80,6,12/06/2010 08:35:28 AM,23221098,47,78,290.0,101998.0,110.0,0.0,6.170212765957447,24.13667527709661,1460.0,0.0,1307.6666666666672,426.640536266946,4404.959662114168,5.383035720360854,187266.9193548388,1400894.679958708,15094326.0,155.0,8018116.0,174306.86956521735,630711.5703926657,3787574.0,155.0,23221098.0,301572.7012987013,1772519.33509703,15095678.0,365.0,0,0,0,0,940,1572,2.024021430855681,3.359014289505174,0.0,1460.0,811.8095238095235,717.6924434801939,515082.4434285714,0,1,0,0,0,0,0,0,1.0,818.304,6.170212765957447,1307.6666666666667,0,0,0,0,0,0,47,290,78,101998,-1,5840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos,1,attack
